,current_coverage,iter,instant_regret,regret,idx_agent0,idx_agent1,idx_agent2,idx_measure0,idx_measure1,idx_measure2,opt_coverage,opt_idx_agent0,opt_idx_agent1,opt_idx_agent2
46,76.23941040039062,46,24.768569946289062,1234.3220672607422,91,116,64,90,126,75,101.00798034667969,44,116,113
47,73.00105285644531,47,28.006927490234375,1262.3289947509766,92,116,74,81,126,85,101.00798034667969,44,116,113
48,67.59857177734375,48,33.40940856933594,1295.7384033203125,82,116,84,81,126,85,101.00798034667969,44,116,113
49,65.99256896972656,49,35.015411376953125,1330.7538146972656,83,116,94,82,126,85,101.00798034667969,44,116,113
50,76.04981231689453,50,24.958168029785156,1355.7119827270508,73,116,104,82,126,95,101.00798034667969,44,116,113
51,79.69320678710938,51,21.314773559570312,1377.026756286621,63,116,114,72,126,125,101.00798034667969,44,116,113
52,96.63243103027344,52,4.37554931640625,1381.4023056030273,53,116,113,62,126,112,101.00798034667969,44,116,113
53,98.39433288574219,53,2.6136474609375,1384.0159530639648,54,116,113,44,126,112,101.00798034667969,44,116,113
54,101.00798034667969,54,0.0,1384.0159530639648,44,116,113,34,126,112,101.00798034667969,44,116,113
55,100.86404418945312,55,0.1439361572265625,1384.1598892211914,44,117,113,35,108,102,101.00798034667969,44,116,113
56,101.00798034667969,56,0.0,1384.1598892211914,44,116,113,53,116,114,101.00798034667969,44,116,113
57,101.00798034667969,57,0.0,1384.1598892211914,44,116,113,53,116,114,101.00798034667969,44,116,113
58,101.00798034667969,58,0.0,1384.1598892211914,44,116,113,35,117,103,101.00798034667969,44,116,113
59,101.00798034667969,59,0.0,1384.1598892211914,44,116,113,35,117,103,101.00798034667969,44,116,113
60,101.00798034667969,60,0.0,1384.1598892211914,44,116,113,35,117,103,101.00798034667969,44,116,113
61,101.00798034667969,61,0.0,1384.1598892211914,44,116,113,35,117,103,101.00798034667969,44,116,113
62,97.01463317871094,62,3.99334716796875,1388.1532363891602,54,106,113,64,97,122,101.00798034667969,44,116,113
63,87.37533569335938,63,13.632644653320312,1401.7858810424805,64,96,113,64,97,122,101.00798034667969,44,116,113
64,80.4013900756836,64,20.606590270996094,1422.3924713134766,65,86,113,64,97,122,101.00798034667969,44,116,113
65,67.22734069824219,65,33.7806396484375,1456.173110961914,66,76,113,77,77,122,101.00798034667969,44,116,113
66,63.634124755859375,66,37.37385559082031,1493.5469665527344,67,66,113,68,77,122,101.00798034667969,44,116,113
67,75.17149353027344,67,25.83648681640625,1519.3834533691406,77,65,113,68,64,122,101.00798034667969,44,116,113
68,81.08555603027344,68,19.92242431640625,1539.3058776855469,87,64,113,78,64,122,101.00798034667969,44,116,113
69,91.06422424316406,69,9.943756103515625,1549.2496337890625,97,54,113,97,64,122,101.00798034667969,44,116,113
70,97.99765014648438,70,3.0103302001953125,1552.2599639892578,107,44,113,97,33,122,101.00798034667969,44,116,113
71,100.86404418945312,71,0.1439361572265625,1552.4039001464844,117,44,113,108,33,122,101.00798034667969,44,116,113
72,101.00798034667969,72,0.0,1552.4039001464844,116,44,113,105,43,102,101.00798034667969,44,116,113
73,101.00798034667969,73,0.0,1552.4039001464844,116,44,113,105,43,102,101.00798034667969,44,116,113
74,89.94662475585938,74,11.061355590820312,1563.4652557373047,106,54,114,96,45,124,101.00798034667969,44,116,113
75,83.6649398803711,75,17.343040466308594,1580.8082962036133,96,64,114,86,73,124,101.00798034667969,44,116,113
76,80.10236358642578,76,20.905616760253906,1601.7139129638672,86,65,114,86,66,124,101.00798034667969,44,116,113
77,66.92831420898438,77,34.07966613769531,1635.7935791015625,76,66,114,86,57,124,101.00798034667969,44,116,113
78,63.33510208129883,78,37.67287826538086,1673.4664573669434,66,67,114,57,58,124,101.00798034667969,44,116,113
79,74.87246704101562,79,26.135513305664062,1699.6019706726074,65,77,114,66,86,124,101.00798034667969,44,116,113
80,80.78652954101562,80,20.221450805664062,1719.8234214782715,64,87,114,73,86,124,101.00798034667969,44,116,113
81,90.76519775390625,81,10.242782592773438,1730.066204071045,54,97,114,45,86,124,101.00798034667969,44,116,113
82,97.69862365722656,82,3.309356689453125,1733.375560760498,44,107,114,34,98,124,101.00798034667969,44,116,113
83,100.56501770019531,83,0.442962646484375,1733.8185234069824,44,117,114,34,128,124,101.00798034667969,44,116,113
84,98.39433288574219,84,2.6136474609375,1736.43217086792,54,116,113,54,115,113,101.00798034667969,44,116,113
85,90.42233276367188,85,10.585647583007812,1747.0178184509277,64,106,113,74,115,113,101.00798034667969,44,116,113
86,78.01905822753906,86,22.988922119140625,1770.0067405700684,74,105,113,84,94,113,101.00798034667969,44,116,113
87,68.68562316894531,87,32.322357177734375,1802.3290977478027,84,95,113,94,94,113,101.00798034667969,44,116,113
88,52.946449279785156,88,48.06153106689453,1850.3906288146973,94,94,113,94,94,113,101.00798034667969,44,116,113
89,68.68562316894531,89,32.322357177734375,1882.7129859924316,95,84,113,94,94,113,101.00798034667969,44,116,113
90,78.01905822753906,90,22.988922119140625,1905.7019081115723,105,74,113,94,84,113,101.00798034667969,44,116,113
91,90.42233276367188,91,10.585647583007812,1916.28755569458,106,64,113,115,74,113,101.00798034667969,44,116,113
92,98.39433288574219,92,2.6136474609375,1918.9012031555176,116,54,113,115,54,113,101.00798034667969,44,116,113
93,101.00798034667969,93,0.0,1918.9012031555176,116,44,113,115,54,113,101.00798034667969,44,116,113
94,97.01463317871094,94,3.99334716796875,1922.8945503234863,106,54,113,96,63,102,101.00798034667969,44,116,113
95,87.37533569335938,95,13.632644653320312,1936.5271949768066,96,64,113,87,63,102,101.00798034667969,44,116,113
96,80.4013900756836,96,20.606590270996094,1957.1337852478027,86,65,113,75,75,102,101.00798034667969,44,116,113
97,67.22734069824219,97,33.7806396484375,1990.9144248962402,76,66,113,67,67,102,101.00798034667969,44,116,113
98,63.63412857055664,98,37.37385177612305,2028.2882766723633,66,67,113,67,58,102,101.00798034667969,44,116,113
99,75.17149353027344,99,25.83648681640625,2054.1247634887695,65,77,113,75,88,102,101.00798034667969,44,116,113
100,81.08555603027344,100,19.92242431640625,2074.047187805176,64,87,113,63,88,102,101.00798034667969,44,116,113
